sample,qseqid
CMS002_007a_Rb_S118_L004,NODE_1000_length_1352_cov_6.330980
CMS002_007a_Rb_S118_L004,NODE_830_length_1450_cov_7.766934
CMS002_007a_Rb_S118_L004,NODE_864_length_1425_cov_5.917656
CMS002_007a_Rb_S118_L004,NODE_463_length_1749_cov_3.029904
CMS002_007a_Rb_S118_L004,NODE_499_length_1705_cov_5.996929
CMS002_007a_Rb_S118_L004,NODE_1796_length_1088_cov_8.179031
CMS002_007a_Rb_S118_L004,NODE_1475_length_1173_cov_8.083029
CMS002_007a_Rb_S118_L004,NODE_9677_length_478_cov_2.039900
CMS002_007a_Rb_S118_L004,NODE_102_length_2856_cov_7.259086
CMS002_007a_Rb_S118_L004,NODE_859_length_1429_cov_3.079142
CMS002_007a_Rb_S118_L004,NODE_1692_length_1113_cov_6.888996
CMS002_007a_Rb_S118_L004,NODE_801_length_1466_cov_3.816415
CMS002_007a_Rb_S118_L004,NODE_568_length_1635_cov_3.934531
CMS002_007a_Rb_S118_L004,NODE_469_length_1743_cov_4.081032
CMS002_007a_Rb_S118_L004,NODE_1631_length_1131_cov_4.563567
CMS002_007a_Rb_S118_L004,NODE_785_length_1474_cov_46.901933
CMS002_007a_Rb_S118_L004,NODE_67_length_3244_cov_3.071992
CMS002_007a_Rb_S118_L004,NODE_221_length_2203_cov_3.204610
CMS002_007a_Rb_S118_L004,NODE_437_length_1782_cov_9.903812
CMS002_007a_Rb_S118_L004,NODE_1688_length_1114_cov_3.258438
CMS002_007a_Rb_S118_L004,NODE_369_length_1891_cov_5.681367
CMS002_007a_Rb_S118_L004,NODE_290_length_2025_cov_4.802361
CMS002_007a_Rb_S118_L004,NODE_570_length_1634_cov_3.901734
CMS002_007a_Rb_S118_L004,NODE_814_length_1457_cov_6.405797
CMS002_007a_Rb_S118_L004,NODE_17_length_4831_cov_4.746529
CMS002_007a_Rb_S118_L004,NODE_265_length_2089_cov_7.914016
CMS002_007a_Rb_S118_L004,NODE_136_length_2603_cov_4.324228
CMS002_007a_Rb_S118_L004,NODE_619_length_1586_cov_9.875414
CMS002_007a_Rb_S118_L004,NODE_7090_length_567_cov_5.375510
CMS002_007a_Rb_S118_L004,NODE_798_length_1469_cov_4.297414
CMS002_007a_Rb_S118_L004,NODE_2100_length_1017_cov_5.682979
CMS002_007a_Rb_S118_L004,NODE_324_length_1962_cov_3.025995
CMS002_007a_Rb_S118_L004,NODE_638_length_1577_cov_3.172000
CMS002_007a_Rb_S118_L004,NODE_19121_length_315_cov_3.067227
CMS002_007a_Rb_S118_L004,NODE_492_length_1715_cov_3.573871
CMS002_007a_Rb_S118_L004,NODE_1467_length_1177_cov_4.191818
CMS002_007a_Rb_S118_L004,NODE_1995_length_1039_cov_4.415800
CMS002_007a_Rb_S118_L004,NODE_270_length_2073_cov_9.927355
CMS002_007a_Rb_S118_L004,NODE_1158_length_1283_cov_3.588723
CMS002_007a_Rb_S118_L004,NODE_169_length_2428_cov_7.211825
CMS002_007a_Rb_S118_L004,NODE_1537_length_1159_cov_5.849353
CMS002_007a_Rb_S118_L004,NODE_965_length_1369_cov_3.133127
CMS002_007a_Rb_S118_L004,NODE_551_length_1656_cov_5.600380
CMS002_007a_Rb_S118_L004,NODE_340_length_1932_cov_3.398383
CMS002_007a_Rb_S118_L004,NODE_39_length_3778_cov_6.473386
CMS002_007a_Rb_S118_L004,NODE_405_length_1825_cov_6.389016
CMS002_007a_Rb_S118_L004,NODE_1821_length_1080_cov_5.825523
CMS002_007a_Rb_S118_L004,NODE_1461_length_1179_cov_3.147005
CMS002_007a_Rb_S118_L004,NODE_2_length_8697_cov_5.279698
CMS002_007a_Rb_S118_L004,NODE_258_length_2105_cov_3.423077
CMS002_007a_Rb_S118_L004,NODE_1107_length_1303_cov_3.378467
CMS002_007a_Rb_S118_L004,NODE_745_length_1498_cov_8.717804
CMS002_007a_Rb_S118_L004,NODE_819_length_1455_cov_5.103048
CMS002_007a_Rb_S118_L004,NODE_1585_length_1144_cov_5.285848
CMS002_007a_Rb_S118_L004,NODE_1490_length_1169_cov_9.876374
CMS002_007a_Rb_S118_L004,NODE_667_length_1549_cov_3.028533
CMS002_007a_Rb_S118_L004,NODE_389_length_1856_cov_6.014615
CMS002_007a_Rb_S118_L004,NODE_2001_length_1038_cov_3.810614
CMS002_007a_Rb_S118_L004,NODE_1483_length_1171_cov_5.962523
CMS002_007a_Rb_S118_L004,NODE_285_length_2041_cov_39.449084
CMS002_007a_Rb_S118_L004,NODE_52_length_3458_cov_3.706596
CMS002_007a_Rb_S118_L004,NODE_569_length_1634_cov_6.396917
CMS002_007a_Rb_S118_L004,NODE_539_length_1667_cov_3.216981
CMS002_007a_Rb_S118_L004,NODE_936_length_1386_cov_3.084798
CMS002_007a_Rb_S118_L004,NODE_6_length_6349_cov_4.970823
CMS002_007a_Rb_S118_L004,NODE_629_length_1582_cov_4.255814
CMS002_007a_Rb_S118_L004,NODE_1195_length_1266_cov_6.192599
CMS002_007a_Rb_S118_L004,NODE_1663_length_1121_cov_4.011494
CMS002_007a_Rb_S118_L004,NODE_204_length_2262_cov_4.204119
CMS002_007a_Rb_S118_L004,NODE_812_length_1459_cov_4.809696
CMS002_007a_Rb_S118_L004,NODE_117_length_2739_cov_4.678437
CMS002_007a_Rb_S118_L004,NODE_103_length_2854_cov_3.801584
CMS002_007a_Rb_S118_L004,NODE_1565_length_1150_cov_3.570363
CMS002_007a_Rb_S118_L004,NODE_1070_length_1318_cov_3.203868
CMS002_007a_Rb_S118_L004,NODE_1048_length_1328_cov_3.147882
CMS002_007a_Rb_S118_L004,NODE_18609_length_321_cov_3.770492
CMS002_007a_Rb_S118_L004,NODE_53_length_3454_cov_3.901984
CMS002_007a_Rb_S118_L004,NODE_1828_length_1079_cov_6.618762
CMS002_007a_Rb_S118_L004,NODE_514_length_1691_cov_3.630731
CMS002_007a_Rb_S118_L004,NODE_1873_length_1067_cov_3.555556
CMS002_007a_Rb_S118_L004,NODE_1436_length_1186_cov_3.586114
CMS002_007a_Rb_S118_L004,NODE_96_length_2880_cov_3.161969
CMS002_007a_Rb_S118_L004,NODE_1280_length_1230_cov_9.258456
CMS002_007a_Rb_S118_L004,NODE_1116_length_1299_cov_3.359247
CMS002_007a_Rb_S118_L004,NODE_1996_length_1039_cov_4.035343
CMS002_007a_Rb_S118_L004,NODE_1609_length_1137_cov_3.863208
CMS002_007a_Rb_S118_L004,NODE_867_length_1423_cov_6.022288
CMS002_007a_Rb_S118_L004,NODE_682_length_1539_cov_4.653899
CMS002_007a_Rb_S118_L004,NODE_1236_length_1246_cov_5.858854
CMS002_007a_Rb_S118_L004,NODE_1617_length_1135_cov_5.056711
CMS002_007a_Rb_S118_L004,NODE_901_length_1406_cov_3.124906
CMS002_007a_Rb_S118_L004,NODE_934_length_1386_cov_6.064935
CMS002_007a_Rb_S118_L004,NODE_577_length_1626_cov_5.769529
CMS002_007a_Rb_S118_L004,NODE_689_length_1536_cov_3.620288
CMS002_007a_Rb_S118_L004,NODE_295_length_2017_cov_4.234536
CMS002_007a_Rb_S118_L004,NODE_1325_length_1214_cov_3.510994
CMS002_007a_Rb_S118_L004,NODE_632_length_1581_cov_31.702793
CMS002_007a_Rb_S118_L004,NODE_804_length_1462_cov_8.210830
CMS002_007a_Rb_S118_L004,NODE_1506_length_1166_cov_3.456382
CMS002_007a_Rb_S118_L004,NODE_1623_length_1134_cov_3.140019
CMS002_007a_Rb_S118_L004,NODE_223_length_2197_cov_5.121226
CMS002_007a_Rb_S118_L004,NODE_994_length_1353_cov_4.413793
CMS002_007a_Rb_S118_L004,NODE_4572_length_715_cov_3.324451
CMS002_007a_Rb_S118_L004,NODE_697_length_1532_cov_5.629553
CMS002_007a_Rb_S118_L004,NODE_1376_length_1200_cov_4.346394
CMS002_007a_Rb_S118_L004,NODE_134_length_2618_cov_4.716647
CMS002_007a_Rb_S118_L004,NODE_1362_length_1204_cov_6.047915
CMS002_007a_Rb_S118_L004,NODE_1435_length_1186_cov_4.138864
CMS002_007a_Rb_S118_L004,NODE_1632_length_1131_cov_4.504744
CMS002_007a_Rb_S118_L004,NODE_4442_length_726_cov_2.001541
CMS002_007a_Rb_S118_L004,NODE_112_length_2767_cov_4.665056
CMS002_007a_Rb_S118_L004,NODE_1633_length_1131_cov_3.832068
CMS002_007a_Rb_S118_L004,NODE_685_length_1538_cov_3.846680
CMS002_007a_Rb_S118_L004,NODE_2089_length_1019_cov_5.716561
CMS002_007a_Rb_S118_L004,NODE_869_length_1422_cov_4.480297
CMS002_007a_Rb_S118_L004,NODE_735_length_1505_cov_4.429272
CMS002_007a_Rb_S118_L004,NODE_1527_length_1161_cov_4.081181
CMS002_007a_Rb_S118_L004,NODE_140_length_2570_cov_4.579222
CMS002_007a_Rb_S118_L004,NODE_1676_length_1117_cov_3.616346
CMS002_007a_Rb_S118_L004,NODE_1169_length_1278_cov_4.433805
CMS002_007a_Rb_S118_L004,NODE_1533_length_1160_cov_3.005540
CMS002_007a_Rb_S118_L004,NODE_590_length_1617_cov_3.044805
CMS002_007a_Rb_S118_L004,NODE_2061_length_1025_cov_3.183544
CMS002_007a_Rb_S118_L004,NODE_1089_length_1310_cov_4.077859
CMS002_007a_Rb_S118_L004,NODE_1773_length_1094_cov_5.422812
CMS002_007a_Rb_S118_L004,NODE_243_length_2135_cov_89.986395
CMS002_007a_Rb_S118_L004,NODE_1759_length_1097_cov_3.369608
CMS002_007a_Rb_S118_L004,NODE_135_length_2617_cov_3.211024
CMS002_007a_Rb_S118_L004,NODE_1671_length_1119_cov_3.106526
CMS002_007a_Rb_S118_L004,NODE_844_length_1439_cov_3.718062
CMS002_007a_Rb_S118_L004,NODE_1713_length_1109_cov_3.403101
CMS002_007a_Rb_S118_L004,NODE_313_length_1982_cov_8.379528
CMS002_007a_Rb_S118_L004,NODE_896_length_1407_cov_65.387970
CMS002_007a_Rb_S118_L004,NODE_2157_length_1007_cov_4.220430
CMS002_007a_Rb_S118_L004,NODE_582_length_1620_cov_3.441348
CMS002_007a_Rb_S118_L004,NODE_911_length_1399_cov_6.641452
CMS002_007a_Rb_S118_L004,NODE_1462_length_1178_cov_8.845595
CMS002_007a_Rb_S118_L004,NODE_114_length_2750_cov_3.623644
CMS002_007a_Rb_S118_L004,NODE_1767_length_1095_cov_3.985265
CMS002_007a_Rb_S118_L004,NODE_109_length_2789_cov_7.707227
CMS002_007a_Rb_S118_L004,NODE_1484_length_1171_cov_3.917733
CMS002_007a_Rb_S118_L004,NODE_1945_length_1052_cov_3.415385
CMS002_007a_Rb_S118_L004,NODE_304_length_1994_cov_3.462702
CMS002_007a_Rb_S118_L004,NODE_1065_length_1323_cov_3.166132
CMS002_007a_Rb_S118_L004,NODE_6060_length_618_cov_5.889094
CMS002_007a_Rb_S118_L004,NODE_1040_length_1332_cov_3.069323
CMS002_007a_Rb_S118_L004,NODE_217_length_2220_cov_4.504433
CMS002_007a_Rb_S118_L004,NODE_1700_length_1111_cov_4.933269
CMS002_007a_Rb_S118_L004,NODE_1258_length_1236_cov_4.326143
CMS002_007a_Rb_S118_L004,NODE_448_length_1768_cov_3.847428
CMS002_007a_Rb_S118_L004,NODE_283_length_2046_cov_7.791772
CMS002_007a_Rb_S118_L004,NODE_65_length_3273_cov_5.221527
CMS002_007a_Rb_S118_L004,NODE_14117_length_382_cov_3.052459
CMS002_007a_Rb_S118_L004,NODE_1683_length_1115_cov_5.564547
CMS002_007a_Rb_S118_L004,NODE_1969_length_1045_cov_3.183884
CMS002_007a_Rb_S118_L004,NODE_1560_length_1152_cov_3.187907
CMS002_007a_Rb_S118_L004,NODE_839_length_1443_cov_3.339678
CMS002_007a_Rb_S118_L004,NODE_1091_length_1308_cov_4.839155
CMS002_007a_Rb_S118_L004,NODE_2171_length_1005_cov_3.328664
CMS002_007a_Rb_S118_L004,NODE_680_length_1541_cov_3.665984
CMS002_007a_Rb_S118_L004,NODE_1797_length_1088_cov_3.210682
CMS002_007a_Rb_S118_L004,NODE_649_length_1563_cov_3.261777
CMS002_007a_Rb_S118_L004,NODE_1232_length_1247_cov_3.032479
CMS002_007a_Rb_S118_L004,NODE_1496_length_1168_cov_5.052246
CMS002_007a_Rb_S118_L004,NODE_713_length_1522_cov_3.634602
CMS002_007a_Rb_S118_L004,NODE_505_length_1701_cov_3.230296
CMS002_007a_Rb_S118_L004,NODE_1606_length_1139_cov_5.597928
CMS002_007a_Rb_S118_L004,NODE_8_length_6015_cov_4.873526
CMS002_007a_Rb_S118_L004,NODE_323_length_1962_cov_3.660477
CMS002_007a_Rb_S118_L004,NODE_90_length_2906_cov_5.888653
CMS002_007a_Rb_S118_L004,NODE_1229_length_1248_cov_7.339026
CMS002_007a_Rb_S118_L004,NODE_1447_length_1182_cov_3.775566
CMS002_007a_Rb_S118_L004,NODE_1276_length_1231_cov_3.494801
CMS002_007a_Rb_S118_L004,NODE_142_length_2556_cov_4.124647
CMS002_007a_Rb_S118_L004,NODE_444_length_1773_cov_5.238208
CMS002_007a_Rb_S118_L004,NODE_946_length_1379_cov_4.686636
CMS002_007a_Rb_S118_L004,NODE_1033_length_1335_cov_5.233704
CMS002_007a_Rb_S118_L004,NODE_800_length_1468_cov_7.668584
CMS002_007a_Rb_S118_L004,NODE_4361_length_733_cov_2.216463
CMS002_007a_Rb_S118_L004,NODE_143_length_2551_cov_3.471302
CMS002_007a_Rb_S118_L004,NODE_1888_length_1064_cov_5.758865
CMS002_007a_Rb_S118_L004,NODE_1811_length_1083_cov_3.527833
CMS002_007a_Rb_S118_L004,NODE_536_length_1668_cov_4.045883
CMS002_007a_Rb_S118_L004,NODE_257_length_2106_cov_3.616560
CMS002_007a_Rb_S118_L004,NODE_1034_length_1335_cov_3.748808
CMS002_007a_Rb_S118_L004,NODE_559_length_1650_cov_4.924348
CMS002_007a_Rb_S118_L004,NODE_331_length_1947_cov_3.183957
CMS002_007a_Rb_S118_L004,NODE_25689_length_265_cov_2.329787
CMS002_007a_Rb_S118_L004,NODE_1112_length_1301_cov_4.415033
CMS002_007a_Rb_S118_L004,NODE_1379_length_1199_cov_42.540107
CMS002_007a_Rb_S118_L004,NODE_1928_length_1057_cov_3.384694
CMS002_007a_Rb_S118_L004,NODE_824_length_1452_cov_3.320727
CMS002_007a_Rb_S118_L004,NODE_27846_length_257_cov_2.022222
CMS002_007a_Rb_S118_L004,NODE_1554_length_1153_cov_7.258364
CMS002_007a_Rb_S118_L004,NODE_574_length_1630_cov_5.200258
CMS002_007a_Rb_S118_L004,NODE_975_length_1362_cov_6.259922
CMS002_007a_Rb_S118_L004,NODE_2101_length_1017_cov_5.667021
CMS002_007a_Rb_S118_L004,NODE_443_length_1775_cov_7.345112
CMS002_007a_Rb_S118_L004,NODE_26233_length_263_cov_3.139785
CMS002_007a_Rb_S118_L004,NODE_2133_length_1011_cov_5.414347
CMS002_007a_Rb_S118_L004,NODE_5613_length_643_cov_5.406360
CMS002_007a_Rb_S118_L004,NODE_671_length_1548_cov_3.588715
CMS002_007a_Rb_S118_L004,NODE_312_length_1982_cov_9.788976
CMS002_007a_Rb_S118_L004,NODE_411_length_1821_cov_3.486812
CMS002_007a_Rb_S118_L004,NODE_706_length_1525_cov_4.234807
CMS002_007a_Rb_S118_L004,NODE_731_length_1508_cov_5.427673
CMS002_007a_Rb_S118_L004,NODE_248_length_2118_cov_3.216561
CMS002_007a_Rb_S118_L004,NODE_2013_length_1035_cov_3.730689
CMS002_007a_Rb_S118_L004,NODE_777_length_1480_cov_4.134711
CMS002_007a_Rb_S118_L004,NODE_68_length_3204_cov_4.432363
CMS002_007a_Rb_S118_L004,NODE_28927_length_253_cov_4.897727
CMS002_007a_Rb_S118_L004,NODE_13_length_5132_cov_3.812265
CMS002_007a_Rb_S118_L004,NODE_1660_length_1122_cov_9.526316
CMS002_007a_Rb_S118_L004,NODE_5_length_6541_cov_4.287902
CMS002_007a_Rb_S118_L004,NODE_328_length_1950_cov_3.691404
CMS002_007a_Rb_S118_L004,NODE_476_length_1734_cov_8.108630
CMS002_007a_Rb_S118_L004,NODE_622_length_1584_cov_6.796284
CMS002_007a_Rb_S118_L004,NODE_704_length_1526_cov_3.843340
CMS002_007a_Rb_S118_L004,NODE_289_length_2029_cov_3.536885
CMS002_007a_Rb_S118_L004,NODE_342_length_1929_cov_3.776998
CMS002_007a_Rb_S118_L004,NODE_355_length_1910_cov_3.651937
CMS002_007a_Rb_S118_L004,NODE_2177_length_1004_cov_3.326861
CMS002_007a_Rb_S118_L004,NODE_1427_length_1188_cov_9.511251
CMS002_007a_Rb_S118_L004,NODE_291_length_2021_cov_3.491255
CMS002_007a_Rb_S118_L004,NODE_9643_length_479_cov_3.189055
CMS002_007a_Rb_S118_L004,NODE_339_length_1933_cov_3.935884
CMS002_007a_Rb_S118_L004,NODE_1757_length_1098_cov_5.448580
CMS002_007a_Rb_S118_L004,NODE_1603_length_1140_cov_5.162747
CMS002_007a_Rb_S118_L004,NODE_786_length_1474_cov_4.309234
CMS002_007a_Rb_S118_L004,NODE_1399_length_1194_cov_8.235452
CMS002_007a_Rb_S118_L004,NODE_1540_length_1158_cov_6.721554
CMS002_007a_Rb_S118_L004,NODE_149_length_2515_cov_4.075062
CMS002_007a_Rb_S118_L004,NODE_562_length_1647_cov_8.773885
CMS002_007a_Rb_S118_L004,NODE_686_length_1538_cov_3.704312
CMS002_007a_Rb_S118_L004,NODE_1404_length_1192_cov_3.463677
CMS002_007a_Rb_S118_L004,NODE_841_length_1442_cov_7.038828
CMS002_007a_Rb_S118_L004,NODE_310_length_1983_cov_5.641133
CMS002_007a_Rb_S118_L004,NODE_1043_length_1330_cov_3.062251
CMS002_007a_Rb_S118_L004,NODE_130_length_2637_cov_6.468359
CMS002_007a_Rb_S118_L004,NODE_1309_length_1219_cov_3.285464
CMS002_007a_Rb_S118_L004,NODE_1914_length_1060_cov_3.122075
CMS002_007a_Rb_S118_L004,NODE_530_length_1673_cov_4.322055
CMS002_007a_Rb_S118_L004,NODE_1997_length_1039_cov_3.627859
CMS002_007a_Rb_S118_L004,NODE_376_length_1878_cov_4.095502
CMS002_007a_Rb_S118_L004,NODE_30_length_4088_cov_3.566193
CMS002_007a_Rb_S118_L004,NODE_2072_length_1023_cov_3.977801
CMS002_007a_Rb_S118_L004,NODE_853_length_1435_cov_3.540501
CMS002_007a_Rb_S118_L004,NODE_1874_length_1067_cov_3.260606
CMS002_007a_Rb_S118_L004,NODE_181_length_2378_cov_3.727075
CMS002_007a_Rb_S118_L004,NODE_1481_length_1172_cov_3.409132
CMS002_007a_Rb_S118_L004,NODE_4_length_6816_cov_4.693278
CMS002_050a_Rb_S5_L004,NODE_33_length_305_cov_39.197368
CMS002_050a_Rb_S5_L004,NODE_28_length_333_cov_9.644531
CMS002_050a_Rb_S5_L004,NODE_5_length_736_cov_38.321700
CMS002_050a_Rb_S5_L004,NODE_2_length_913_cov_92.102871
CMS002_050a_Rb_S5_L004,NODE_10_length_500_cov_65.494090
CMS002_029d_Rb_S162_L004,NODE_2686_length_288_cov_2.521327
CMS002_029d_Rb_S162_L004,NODE_901_length_436_cov_90.239554
CMS002_029d_Rb_S162_L004,NODE_36_length_1504_cov_49.895585
CMS002_029d_Rb_S162_L004,NODE_860_length_444_cov_640.425068
CMS002_029d_Rb_S162_L004,NODE_156_length_862_cov_82.308280
CMS002_029d_Rb_S162_L004,NODE_15_length_2234_cov_54.436254
CMS002_029d_Rb_S162_L004,NODE_99_length_1022_cov_8.430688
CMS002_029d_Rb_S162_L004,NODE_660_length_492_cov_6.209639
CMS002_029d_Rb_S162_L004,NODE_93_length_1049_cov_4.502058
CMS002_029d_Rb_S162_L004,NODE_14_length_2339_cov_9.853227
CMS002_029d_Rb_S162_L004,NODE_67_length_1167_cov_4.466055
CMS002_029d_Rb_S162_L004,NODE_1998_length_325_cov_2.495968
CMS002_029d_Rb_S162_L004,NODE_46_length_1394_cov_7.762339
CMS002_029d_Rb_S162_L004,NODE_2687_length_288_cov_2.075829
CMS002_029d_Rb_S162_L004,NODE_87_length_1086_cov_3.366700
CMS002_029d_Rb_S162_L004,NODE_729_length_472_cov_2.253165
CMS002_029d_Rb_S162_L004,NODE_770_length_462_cov_3.018182
CMS002_029d_Rb_S162_L004,NODE_27_length_1653_cov_294.322970
CMS002_029d_Rb_S162_L004,NODE_55_length_1272_cov_254.494561
CMS002_029d_Rb_S162_L004,NODE_1708_length_346_cov_2.286245
CMS002_029d_Rb_S162_L004,NODE_61_length_1194_cov_6.728738
CMS002_029d_Rb_S162_L004,NODE_57_length_1254_cov_3.289720
CMS002_029d_Rb_S162_L004,NODE_32_length_1555_cov_538.361976
CMS002_029d_Rb_S162_L004,NODE_4220_length_256_cov_2.396648
CMS002_029d_Rb_S162_L004,NODE_106_length_998_cov_627.389794
CMS002_029d_Rb_S162_L004,NODE_23_length_1778_cov_3.158142
CMS002_029d_Rb_S162_L004,NODE_865_length_443_cov_272.174863
CMS002_029d_Rb_S162_L004,NODE_7_length_3160_cov_829.042167
CMS002_029d_Rb_S162_L004,NODE_3475_length_268_cov_6.942408
CMS002_029d_Rb_S162_L004,NODE_3476_length_268_cov_3.052356
CMS002_029d_Rb_S162_L004,NODE_75_length_1139_cov_32.197740
CMS002_029d_Rb_S162_L004,NODE_91_length_1054_cov_4.899693
CMS002_029d_Rb_S162_L004,NODE_3786_length_263_cov_383.612903
CMS002_029d_Rb_S162_L004,NODE_12_length_2441_cov_38.431049
CMS002_029d_Rb_S162_L004,NODE_88_length_1081_cov_4.001992
CMS002_029d_Rb_S162_L004,NODE_94_length_1037_cov_9.026042
CMS002_029d_Rb_S162_L004,NODE_53_length_1282_cov_4.609129
CMS002_029d_Rb_S162_L004,NODE_10_length_2686_cov_4.007666
CMS002_029d_Rb_S162_L004,NODE_6_length_3192_cov_629.895666
CMS002_029d_Rb_S162_L004,NODE_3_length_7380_cov_3.942352
CMS002_029d_Rb_S162_L004,NODE_311_length_664_cov_2.034072
CMS002_029d_Rb_S162_L004,NODE_44_length_1419_cov_3.257824
CMS002_029d_Rb_S162_L004,NODE_38_length_1503_cov_7.023142
CMS002_029d_Rb_S162_L004,NODE_8_length_2877_cov_3.127857
CMS002_029d_Rb_S162_L004,NODE_380_length_615_cov_2.752788
CMS002_029d_Rb_S162_L004,NODE_1596_length_354_cov_49.324910
CMS002_029d_Rb_S162_L004,NODE_13_length_2438_cov_53.443033
CMS002_029d_Rb_S162_L004,NODE_28_length_1593_cov_3.205145
CMS002_029d_Rb_S162_L004,NODE_1922_length_330_cov_2.063241
CMS002_029d_Rb_S162_L004,NODE_25_length_1698_cov_6.051203
CMS002_029d_Rb_S162_L004,NODE_62_length_1191_cov_4.104129
CMS002_029d_Rb_S162_L004,NODE_81_length_1104_cov_5.176241
CMS002_029d_Rb_S162_L004,NODE_478_length_557_cov_3.112500
CMS002_029d_Rb_S162_L004,NODE_89_length_1063_cov_4.076065
CMS002_029d_Rb_S162_L004,NODE_4168_length_257_cov_2.433333
CMS002_029d_Rb_S162_L004,NODE_74_length_1151_cov_8.946927
CMS002_047f_Rb_S198_L004,NODE_121_length_1044_cov_6.339193
CMS002_047f_Rb_S198_L004,NODE_1799_length_329_cov_3.126984
CMS002_047f_Rb_S198_L004,NODE_48_length_1442_cov_7.797802
CMS002_047f_Rb_S198_L004,NODE_148_length_938_cov_6.463415
CMS002_047f_Rb_S198_L004,NODE_2_length_10866_cov_66.681898
CMS002_047f_Rb_S198_L004,NODE_1612_length_343_cov_3.567669
CMS002_047f_Rb_S198_L004,NODE_118_length_1058_cov_4.843017
CMS002_047f_Rb_S198_L004,NODE_4_length_4645_cov_2.549256
CMS002_047f_Rb_S198_L004,NODE_41_length_1517_cov_4.161806
CMS002_047f_Rb_S198_L004,NODE_1395_length_367_cov_7.551724
CMS002_047f_Rb_S198_L004,NODE_5_length_4025_cov_4.574975
CMS002_047f_Rb_S198_L004,NODE_29_length_1676_cov_3.078174
CMS002_047f_Rb_S198_L004,NODE_516_length_576_cov_2.284569
CMS002_047f_Rb_S198_L004,NODE_13_length_2119_cov_9.876592
CMS002_047f_Rb_S198_L004,NODE_120_length_1047_cov_4.714433
CMS002_047f_Rb_S198_L004,NODE_75_length_1248_cov_4.941930
CMS002_047f_Rb_S198_L004,NODE_666_length_513_cov_2.571101
CMS002_047f_Rb_S198_L004,NODE_35_length_1643_cov_3.293742
CMS002_047f_Rb_S198_L004,NODE_43_length_1504_cov_6.881570
CMS002_047f_Rb_S198_L004,NODE_93_length_1145_cov_9.238764
CMS002_047f_Rb_S198_L004,NODE_2399_length_285_cov_2.394231
CMS002_047f_Rb_S198_L004,NODE_55_length_1335_cov_3.520668
CMS002_047f_Rb_S198_L004,NODE_53_length_1367_cov_59.120155
CMS002_047f_Rb_S198_L004,NODE_10_length_2338_cov_3.206546
CMS002_047f_Rb_S198_L004,NODE_1_length_10890_cov_83.488486
CMS002_047f_Rb_S198_L004,NODE_2301_length_291_cov_2.728972
CMS002_047f_Rb_S198_L004,NODE_1775_length_331_cov_2.011811
CMS002_047f_Rb_S198_L004,NODE_835_length_463_cov_35.650259
CMS002_047f_Rb_S198_L004,NODE_1079_length_408_cov_2.362538
CMS002_047f_Rb_S198_L004,NODE_329_length_686_cov_2.357964
CMS002_047f_Rb_S198_L004,NODE_1379_length_368_cov_8.807560
CMS002_047f_Rb_S198_L004,NODE_2190_length_299_cov_31.738739
CMS002_047f_Rb_S198_L004,NODE_37_length_1594_cov_3.100198
CMS002_047f_Rb_S198_L004,NODE_1750_length_333_cov_2.902344
CMS002_047f_Rb_S198_L004,NODE_95_length_1142_cov_4.515493
CMS002_047f_Rb_S198_L004,NODE_1995_length_313_cov_33.542373
CMS002_047f_Rb_S198_L004,NODE_1446_length_362_cov_2.207018
CMS002_047f_Rb_S198_L004,NODE_1751_length_333_cov_2.281250
CMS002_047f_Rb_S198_L004,NODE_14_length_2084_cov_219.329347
CMS002_047f_Rb_S198_L004,NODE_1434_length_363_cov_4.006993
CMS002_047f_Rb_S198_L004,NODE_88_length_1161_cov_56.410517
CMS002_047f_Rb_S198_L004,NODE_23_length_1940_cov_7.324208
CMS002_047f_Rb_S198_L004,NODE_97_length_1131_cov_5.150854
CMS002_047f_Rb_S198_L004,NODE_241_length_776_cov_2.228898
CMS002_047f_Rb_S198_L004,NODE_2602_length_276_cov_2.567839
CMS002_047f_Rb_S198_L004,NODE_551_length_559_cov_4.363071
CMS002_047f_Rb_S198_L004,NODE_89_length_1161_cov_4.292435
CMS002_047f_Rb_S198_L004,NODE_2348_length_288_cov_4.322275
CMS002_047f_Rb_S198_L004,NODE_3_length_6400_cov_66.440297
CMS002_047f_Rb_S198_L004,NODE_2136_length_303_cov_3.225664
CMS002_028c_Rb_S156_L004,NODE_8_length_2290_cov_2.130140
CMS002_028c_Rb_S156_L004,NODE_2764_length_298_cov_2.312217
CMS002_028c_Rb_S156_L004,NODE_838_length_493_cov_2.346154
CMS002_028c_Rb_S156_L004,NODE_1778_length_364_cov_2.303136
CMS002_028c_Rb_S156_L004,NODE_51_length_1314_cov_7.139046
CMS002_028c_Rb_S156_L004,NODE_56_length_1289_cov_4.031353
CMS002_028c_Rb_S156_L004,NODE_1618_length_380_cov_2.112211
CMS002_028c_Rb_S156_L004,NODE_849_length_491_cov_3.079710
CMS002_028c_Rb_S156_L004,NODE_1936_length_351_cov_2.843066
CMS002_028c_Rb_S156_L004,NODE_3215_length_277_cov_2.100000
CMS002_028c_Rb_S156_L004,NODE_71_length_1212_cov_6.134802
CMS002_028c_Rb_S156_L004,NODE_1_length_10946_cov_93.328549
CMS002_028c_Rb_S156_L004,NODE_1982_length_347_cov_4.066667
CMS002_028c_Rb_S156_L004,NODE_43_length_1372_cov_3.874903
